experiment,matchType,pid,srgiResponse
chat,high,5a6e8532e6cc4a0001b6d728,3.375
chat,random,5e3f4c676d06fc1b240e6021,3.625
chat,low,610898813e48dc2864965122,3.0
chat,high,5e9a2251a69f690b9cc31ede,1.375
chat,low,5e5410f5be932e06384a03ec,4.25
chat,random,6361549b0d09a7c730e48290,5.625
chat,high,63e53c88cc866d7cbca67885,3.625
chat,low,60fec5e6c212acc3a302d224,3.375
chat,random,657f5c2d51e703ef98eede73,1.625
chat,low,656d06ed2d90244628b28ff1,7.0
chat,low,5bd8d97c26903900018579d3,1.5
chat,random,5e9679a26b86610fdf2c766a,5.0
chat,low,65a690ee984f75f73927acc3,4.875
chat,low,615dd79ed16dba94e3f7b2ef,4.75
chat,random,591d369e88bbb500013a8517,4.5
chat,low,5f4726e874ace8119fecd3a8,4.25
chat,random,5ba184ad35768a0001437bdc,4.375
chat,high,60fd60e7587e4f2e860338b4,1.0
chat,random,65958ae0e675d0fc37233c78,4.625
chat,random,57f2b5b82a1c2a0001ab0562,4.625
chat,low,5f3d5becc9088f0e8303b944,4.75
chat,high,601b4794fa119d4f81a79761,2.25
chat,high,5edb7982f3b2f87f8ef83236,5.0
chat,low,57864d24900cc80001d2de56,5.875
chat,random,656ccf8923e7b8fb9b63d7b3,3.125
chat,high,57a08ec3dcff7d0001c7ce99,3.75
chat,high,655907b93e24ad8e74374629,5.375
chat,random,60bc2284cfc4b7c2ab9cacdb,5.375
chat,random,631819e1a694706e19cb6247,4.25
chat,high,5781c15381f331000139a89e,5.0
chat,high,63268e60fbfb9c73671faa37,5.5
chat,high,601c7efe9dce2d7c66be3837,5.0
chat,low,598552156ab9880001b5a70b,4.625
chat,random,6549927350580f18680deac1,4.625
chat,random,572d05c688902e00091e4a2c,4.625
chat,high,5e3314fe267efd2ebde4adc7,4.25
chat,high,5c291c9e1496350001cd4646,5.5
chat,low,6511fcde641c3150718f7fe5,5.125
chat,random,5d100e740277ff00152f7562,3.125
chat,random,65a85e90e10ea01f2808d1ef,6.0
chat,low,5fba9bfd8a35c16f49a9666d,3.125
chat,random,5c33933cf3eeb60001d627c1,2.375
chat,high,62fdcda607c1d770ba1c6da8,3.375
chat,random,5e63e24eaf3bd51660031dbe,6.75
chat,high,610030180e6429e36c3d07e4,4.0
chat,low,6579d5a22e0a15c71dd52086,4.25
chat,high,59c3289b8e6ea10001f7b926,6.0
chat,high,6553f9a63b83480e831825c0,3.25
chat,low,646691e373f0424399e2de28,3.375
chat,random,5ac68ddbe734400001da4729,4.875
chat,random,5a5da588f6c51700019527c4,5.5
chat,high,5e7b84f8c67949191491786f,4.25
chat,low,626976d0dfd20d6832fc92aa,7.0
chat,low,5afa5252672ea800010d97e6,4.125
chat,high,62840ccca4e83b85b1c11a27,4.5
chat,random,628545039fd5d4d5db5169fc,2.875
chat,high,5d38f983242a6f000156bbc1,3.625
chat,low,650602caaf8bfaea9b0ac6ae,3.25
chat,random,6007a7996fbeef04ce080f90,4.25
chat,high,5ed1b1f962f152000804db12,1.875
chat,low,653ed34dfa601f3952c72ed4,2.5
chat,high,603ee4c2bd61ee1a08fd6a8a,5.5
chat,random,654e40f499dadc50cf250314,1.875
chat,random,614a8c315301f6c3b736a6d3,3.375
chat,low,654287b7f8958a83a5c611fd,5.125
chat,random,5c560b6fccb08c0001e134a8,5.625
chat,random,60ff75b59db646b381e8f748,4.5
chat,random,5591827dfdf99b4fccbdfb21,3.75
chat,high,578e6c599bd3d70001e5057f,4.0
chat,high,60c10acc73ff7d406c3d940d,2.0
chat,random,6531958a74d39ace86a60bd9,4.5
chat,low,5a87b173b093f80001a7ece9,3.625
chat,high,5d26aaf4665b0a00174b8f03,1.375
chat,low,65345c123ea7ca867237e6e0,5.375
chat,random,64836981f87b85ab4b89dcf1,5.625
chat,random,656ab00901bd47431d542d6a,4.0
chat,low,655f9ab08d19c2c4379d4f9b,4.0
chat,high,65a3efd5724eff2124161ec6,6.125
chat,random,5ecd649985aa0b0c194928bb,4.25
chat,high,5dc5bd296a8a334443fbf216,5.875
chat,random,61003a57b29e11c1531ed75f,3.875
chat,high,6014213c77aab7396ca3e5a7,4.125
chat,random,5fc50bb38378c80ac88354ef,6.375
chat,random,5e27727328b7b698b037ee6c,4.125
chat,high,655b282376eb74c73197bac3,4.5
chat,low,65394a1487ee7f89125a1c67,3.75
chat,high,6168a697ae9f4d8dcfada29b,5.875
chat,high,65945423ca79f0f7b01cc18b,6.375
no-chat,random,65d3958a8a5c879c9f684b9d,3.875
no-chat,low,65428ccce27a0d4dbf9beb82,2.75
no-chat,random,660ba1a71852af4fb125f02d,3.5
no-chat,low,5e3ef60d79465914cab78284,3.125
no-chat,random,66f3af39161ce99b4ec75a71,6.125
no-chat,random,5ffe235ea848b74a3b3ccd07,2.625
no-chat,low,63ed77eac8a7bca85453fa80,3.25
no-chat,low,611c31c77df20ecc6881cc44,4.0
no-chat,high,67ad33ba12809596621ea1bf,1.125
no-chat,high,5dd9e1e0a4aa2696d9a15c0d,4.0
no-chat,random,65e150a2cca2780f6d77dfa6,4.0
no-chat,high,6743b4c648cbce35a08aa246,4.25
no-chat,high,5ab3850c6db3e700011bd740,4.375
no-chat,high,663ad3521b3d8f4931d80cd1,2.625
no-chat,random,6726e53b4f3cae8b9e5eb167,4.25
no-chat,low,5e3e54f69e51f80b67c1cc06,4.625
no-chat,high,64e8a63d30b3b5fbf590c6a7,4.25
no-chat,random,65de67e5627faa3ffb10dec8,3.375
no-chat,low,671d48bbee99c1439ae0d0de,4.0
no-chat,low,67ad2b19d3c9bf3067197d47,4.625
no-chat,high,670f6171756d8d3b2a73e819,2.875
no-chat,random,60c25b6289c6ae2b40bcf2cb,4.25
no-chat,high,654a949f3ea5b14e777a3824,3.5
no-chat,high,66a09fe785573924735fc76f,5.0
no-chat,low,67ad6f968d85e780f8cc51b0,5.0
no-chat,random,602c42fcd6ab3e5033c45951,4.375
no-chat,low,67537f7d56347afdd62e9b68,2.5
no-chat,random,642e880fcd7287e38beba0b5,5.625
no-chat,low,5c748f00300d3d000126ef3b,3.25
no-chat,high,673c760803af5257ef341552,5.0
no-chat,random,62d59a066ee263bb659aa445,3.875
no-chat,random,651701711294a92ff791d9c7,1.875
no-chat,random,67614c1d72deb07c994c5f08,3.875
no-chat,random,673631fb062d6c8e899e7802,6.125
no-chat,low,67914eb5f22224c1335626b4,3.625
no-chat,high,5ec5a64c306f255ec98d5cc1,5.375
no-chat,random,678a6b750f1332cef0ba2f5f,4.5
no-chat,random,6713c7a11cd04cebe7a50c9d,2.0
no-chat,low,5f6837758ab63d4814ea553f,3.5
no-chat,high,67ad6cede0f08c2f6f1dfe0d,3.25
no-chat,low,664fe32106fae7b108e23a5f,4.0
no-chat,low,610b64dc95ff0ef5b5b9ac6b,4.25
no-chat,random,6533ed4d1f4d40995d982559,2.25
no-chat,high,67490a3fcaa783ad93c2d1a3,4.875
no-chat,low,66313a1d5b7e48589182d3c9,5.0
no-chat,random,611343cebd1f50c6a0eaaf8c,4.25
no-chat,high,6780983bd25231f0258659ea,4.625
no-chat,random,67aa93c8eedf70e7720abfbd,4.25
no-chat,high,673c6d3463fd377a959cb4a4,4.875
no-chat,low,66dc8975318ba0672c543be2,4.875
no-chat,high,668f18516826b7151ab685b3,3.625
no-chat,low,65084a7ee95a6be9a789e832,3.875
no-chat,high,62bdfe451d380bec13a4a864,1.75
no-chat,low,5cbe04b4f429ff00159de30e,3.5
no-chat,low,5df9846d76f45070feedf075,3.625
no-chat,low,6731869e56b831ff72733900,1.75
no-chat,random,656130263399ad94b5b84fd2,3.25
no-chat,low,6111ec391b7048bb53089f5d,3.375
no-chat,high,674ecdd37aa9083d281d4622,4.375
no-chat,random,6705565ffd67124adcd513ec,4.5
no-chat,low,67ad6dc87d941888eddf065b,5.125
no-chat,random,66467f17d20e4b68c8b78a11,4.125
no-chat,low,584626b7e0ba710001a47438,3.25
no-chat,high,5c747b0f181ad300113363ed,4.875
no-chat,low,669ac885aa2ff55e7ace42b0,4.375
no-chat,low,673d4827fcb713b77285ef4a,4.0
no-chat,high,670ee6d9ec858a5854c2e4f2,2.375
no-chat,low,67367560f6f894f6dcb2e5c4,5.0
no-chat,random,622f7f35376a1f92763ddbe2,2.375
no-chat,low,61140fbc763ecf6f2de71183,1.875
no-chat,high,6736945f69dd1794509b75c2,3.875
no-chat,low,663a91f9d7810606e749b423,2.125
no-chat,low,6630e01b7d69d22b8be429a6,2.25
no-chat,random,65a6914daa5ecd97918f4554,5.0
no-chat,high,66cb78cfb80b0b64d242b0b2,4.0
no-chat,random,60fda57e0916dfe2157c9b00,2.375
no-chat,low,5907c9f61138880001bc77b2,4.5
no-chat,low,60e5868307d715a4d1445116,2.75
no-chat,random,67765133d2894141c1b0f36b,3.25
no-chat,random,6761934aa62aae0c93863233,3.75
no-chat,high,655f8e891b552204b27bea44,4.25
no-chat,high,672481b0bbb0b0eea303c17c,2.125
no-chat,low,665f9dab04a455eee7e581d8,3.0
no-chat,low,66d931362ce64ae2b9c59fce,3.75
no-chat,random,66b6cedbfcf1dc9ed0b5c8a1,4.75
no-chat,low,5ed427e3bcd0c00b58a177c0,1.25
no-chat,high,66519e1a4d7502a484165e43,3.625
no-chat,high,64356de0414439647501c417,3.25
no-chat,random,667db5ff4ef4ed2a73acd556,5.0
no-chat,high,58060d08b869700001d70b8c,4.625
no-chat,high,63636efc209a7701cd2f9a64,3.625
no-chat,high,65ddb17e60616cd36df81188,1.0
no-chat,high,5eea9022b069b01a9289091f,4.625
no-chat,random,67aca3fb4041c67b5e429825,2.875
no-chat,low,6073ad2cd288215f64f51efa,1.0
no-chat,high,674700e24094e27829036b22,5.0
no-chat,high,6742d74e9f7b3b029a3791a6,4.75
no-chat,low,627d9c6f4afa273af13996d5,4.0
no-chat,high,5fe18e1c8929f0c2a41e43d8,2.75
no-chat,high,5f16fa8069dc2901cd1e0b05,2.5
no-chat,random,6564e143b65aad826f6cdf7a,3.0
no-chat,random,63e7f2a754618d35c2b61ba5,3.0
no-chat,high,664a08c5a2c484ea3a7a7065,2.625
no-chat,random,564d1fedb48dec0005b5191d,3.375
no-chat,random,672dbb9a3892901234c54fd6,4.5
no-chat,random,5d163b2c601cd7000172713c,4.25
no-chat,random,6762c5c001ce66a8d666441a,6.375
no-chat,low,66ca30ef6485c36b4b2f4187,4.125
no-chat,random,672b81a872e5f5ed55c45d5e,6.25
no-chat,random,63d30c248a5a35bcbce70056,2.25
no-chat,random,6783e08aea4458d233a20dd7,4.25
no-chat,random,6372a4ce725e6bb64a863e72,2.375
no-chat,low,668f6772531a38e36e48299f,3.0
no-chat,random,65dcf3d7f7299ee53d9a454f,2.875
no-chat,random,66cb8b70a52cdc28364f3d79,2.75
no-chat,random,5c830a66d6a4d0000164097d,5.25
no-chat,random,667e000c4bfb9ea4c3e01d66,2.625
no-chat,high,65958438929aaa555306b792,3.375
no-chat,random,62cbf51439a76e8fccd8a495,5.375
no-chat,low,66539d070dd6b120d6278deb,2.0
no-chat,high,5f5e32a0d6a12c6857b8e127,3.875
no-chat,high,6746e0ab77a427813b3fda0a,4.75
no-chat,high,674c6b54b3b66e7b924615c1,4.5
no-chat,low,64d6c42e2328deb02a2fedb9,3.0
no-chat,random,63a77363dd6fabebef211019,4.125
no-chat,high,65e01ed82bf613ad0f3d1bf0,4.875
no-chat,low,673b89eee6d0a7352ab6e9ca,4.5
no-chat,high,67aa7ee76e88209b22340fdf,6.875
no-chat,low,6655fd511b6c8d1fd05de12d,4.25
no-chat,random,6691a24cc9b007edebddc34c,3.875
no-chat,low,6784912ccf5664bd1c08be9f,5.25
no-chat,high,67302c1b7c5b614ccfd5a260,1.0
no-chat,low,644d9f390f2b8274af07c00e,2.75
no-chat,high,67647f0c09b4f6808c7d28bd,4.25
no-chat,high,6659d01c220a87b46ab7ed06,3.625
no-chat,random,669c19f33d779ba1a9d452df,4.75
no-chat,random,673a107473bf93fdec63a382,4.875
no-chat,low,671761df8e8550cfc34cbed6,3.5
no-chat,low,67ace681f4b040ecc5debf18,3.375
no-chat,random,66d9b6042ad7fd7890e06ae5,3.375
no-chat,low,6792fd5488c5367311fbcd34,2.875
no-chat,low,6634ee5e11f612e998d1dae0,2.5
no-chat,low,67548364da0b747ab6472da3,3.25
no-chat,low,67894670992089d2b19bc21b,3.375
no-chat,high,66ba87e335f3a1db594c2e58,4.75
no-chat,high,670cf1827819b4f39133584b,5.5
no-chat,high,6303fb5b692c378ba1d010f9,4.25
no-chat,high,5cb2cae61141a0000115f739,3.375
no-chat,low,64226a9ac7739618beeee60d,3.25
no-chat,random,677743bf62e157794cf97ff4,4.25
no-chat,low,67acc5ed78e59babe2c5c670,5.0
no-chat,random,60ff22120e009909e207ae02,5.125
no-chat,random,65427e1d1b9b9e0bc0616e47,2.0
no-chat,random,677b5b3a86ffa3b3fd4f84de,3.0
no-chat,low,5fee99daeae54318b087e9b5,2.5
no-chat,random,5f330bfd7109cd0e649566b6,4.0
no-chat,high,5942bad2519fe10001991941,4.25
no-chat,high,5eeeb45360a44437a971aebc,2.875
no-chat,low,67a41aebdd3e6ae96df6c9f5,3.75
no-chat,random,66e76d0de95113d62f709ec5,5.625
no-chat,low,6054e5f7c1931593649b158f,1.625
no-chat,high,5caa183a9ac82a001631374e,3.25
no-chat,random,677b03282a32bc17e223ca06,3.625
no-chat,random,675a5741c07e900d972a1706,5.5
no-chat,low,672d7980b09943f43d11addc,4.0
no-chat,random,5bb3d470a1aed700011f6575,1.0
no-chat,high,62a39ad98ce3882e11e54d8f,4.75
no-chat,random,61230b14a3bcb65c585dfdaa,2.25
no-chat,high,641f9b7b5528c725f5511fdc,3.375
no-chat,low,5886fd6fe91a400001fabee5,2.375
no-chat,random,67ad4b866e05b58fdfd5a175,4.0
no-chat,random,6679e88eb948e8a4b08a39fb,3.375
no-chat,low,608f2aa883599160c8b87a79,4.125
no-chat,high,671b23ad48265220d2591cb6,5.5
no-chat,random,60f3c1b003bbf8263f002824,3.875
no-chat,random,662fb80a4da196677a2d2a16,4.75
no-chat,high,67aa372aa75ac04d0b43ed25,6.25
no-chat,random,5e872f5b3a32c337ba65aa68,2.625
no-chat,low,65e207f52aa80c2ecbb55ddd,1.75
no-chat,high,6581aa38a9aec56b238ee2bf,5.0
no-chat,random,65b6e25a458275b5740afbfd,3.5
no-chat,low,5f30690c22e6b84c463a6350,2.75
no-chat,random,5e09ffd8fa3d102a583771c1,1.5
no-chat,random,5bc731d935b90f0001431bde,4.375
no-chat,low,60b980cc0561f964e5b9e1f8,4.25
no-chat,low,66b6a31b13c46524cf769bbc,3.625
no-chat,high,672fcb52178640c4588cfa2f,4.75
no-chat,high,66a56853eae42f430895b05e,2.125
no-chat,high,5f14d5cdb5d4c20e78dc1672,4.125
no-chat,low,5e437d7404eaba215eafbd2a,4.625
no-chat,random,5ac560359534ba0001c74715,2.5
no-chat,low,66f16d7bfd2a1c4581ddc3e7,5.75
no-chat,random,663a5cc00a9319ae2817cae1,3.75
no-chat,high,671e70010b8f04850445045f,5.625
no-chat,random,678bf6fd7ba7af6da96f5e31,2.625
no-chat,high,67aa0dc26cad21201f1e58ec,6.125
no-chat,random,661415341b1fdb1844c6f6a6,6.125
no-chat,high,6413a350a3150081eeb69d44,5.125
no-chat,low,6758de6c918d844588f31949,3.375
no-chat,random,675088c65bc8f118eaac066a,4.75
no-chat,low,5a8cba1a8fe2dc00010643f0,2.75
no-chat,high,66a90655f7c843384a6c8178,3.625
no-chat,low,64559feafbddb5f11010b973,5.5
no-chat,random,6550de88683355a74699844c,2.625
no-chat,high,665099c6093671498d8986a2,2.0
no-chat,random,6722ee80fdfbe649d078a34a,4.375
no-chat,random,67104869a47a61b561900be7,4.125
no-chat,low,668861435d486bf277cf78e9,4.0
no-chat,low,6080956cb039d0b097c4c595,1.0
no-chat,low,663bd886f68719983415f197,5.5
no-chat,high,63d7d121019e47392080a7f3,1.875
no-chat,low,664c2be93f0c45b03883703a,4.5
no-chat,low,6500a84f0a4f87687fa51a20,3.5
no-chat,high,676f93569543d9bebf04a54b,4.375
no-chat,low,5f14686a138862017444cdb7,4.0
no-chat,random,633599d83df1823b08ae2e61,4.25
no-chat,low,66f6fa16339c2215add1d24b,3.75
no-chat,random,6739075d10227690e7d142ed,3.875
no-chat,low,5ee241268698436ab99901cd,2.625
no-chat,low,66d57233b1a2690906c46d0d,3.125
no-chat,high,66d69d42515fac1f2273d10e,2.0
no-chat,random,5e6011c399b03c35f69a53d8,4.375
no-chat,high,67488a49e81479112e127446,3.5
no-chat,random,5ecaf0fa5c1f7f6599d959ff,5.5
no-chat,high,66c6433698ea92b7ef15182b,3.5
no-chat,random,673cfddc2603281edb50447e,1.875
no-chat,high,672257189f5d5ac3fca9ed06,4.875
no-chat,high,666e3b13a72994f38c7742b3,6.5
no-chat,random,664439645a9a29be43d5bf5a,4.0
no-chat,high,5f49f3262a3d07563d14a7f1,4.0
no-chat,low,67aa0534fa43440bd6d50ff9,3.625
no-chat,random,5658000ca9872d0011e1ba26,2.25
no-chat,random,6702c3ee33eed6369eb34c8f,3.75
no-chat,low,5a7618b18fe2dc0001057243,5.625
no-chat,low,5d617ba9364f9a0019f1dac3,2.0
no-chat,random,60721a45b75cb8f4b00abd05,4.0
no-chat,high,5b53e95f4bbe600001465c18,4.375
no-chat,low,667134987398403120cb2cfa,4.25
no-chat,high,5e1be26a93e9d5402a651f55,4.0
no-chat,low,670ebd303927e9c0ce6e6ba6,2.875
no-chat,random,673fd400230062f588229314,2.5
no-chat,low,604d8f415e948938fd60b536,3.625
no-chat,low,6693d7af775fe7cfb4cdf46c,3.625
no-chat,random,67352ce06354a65a2a47a063,2.125
no-chat,low,6712e324fb9f6e740980c7c0,3.125
no-chat,low,56b57cc50759c90008c0271a,3.875
no-chat,high,665d9a68c75ea31bf2f9f218,4.125
no-chat,random,559ecce6fdf99b16653fb880,3.375
no-chat,random,60fd7d0feaabc6618a7a4a6b,3.75
no-chat,low,65172fc7765bc8a93b141b68,2.25
no-chat,random,67533beeb6216afd02edf24a,2.375
no-chat,low,5c231ab3da51990001e20000,3.625
no-chat,random,65d514731a78f893b95a8516,3.75
no-chat,high,6781c04bb4d02ad68a57e4ae,2.5
no-chat,low,562eb896733ea000051638c6,2.5
no-chat,high,6761c965aebabcb9d2a99de4,5.125
no-chat,low,678ef88b2288ad7bba640275,3.875
no-chat,low,672d6c2662990338b6c5ad4e,4.875
no-chat,low,63ee285c49c51e4f2826a68e,4.0
no-chat,random,65241fe1a3f22ed57907579e,3.5
no-chat,random,67ab82c80ddfdba1abe501bf,4.875
no-chat,high,5ba5d8b960f3d50001697104,4.25
no-chat,low,66106de7b3f2dbb98745308c,5.0
no-chat,random,56c984eb10a82f0006ffd111,2.5
no-chat,random,66296a13adb9393903a9cc1a,2.5
no-chat,high,669b5e977cae482393aec431,4.75
no-chat,random,65c883c0c0ea0a7065dd8ca6,1.875
no-chat,random,66d732f167642cddbfbf2d9d,3.25
no-chat,high,67acc27a9ecdc4f325d868b8,4.25
no-chat,high,6645755c72f71662e832dfb8,2.125
no-chat,low,5b690c1840003400016fdb4b,4.0
no-chat,low,65dfbf73ec3a047b5653add8,2.75
no-chat,random,66ba9cd5343e159bdc8691ad,3.5
no-chat,random,670e735764f379104d34dac2,5.375
no-chat,low,6290cebe9b9de092a6b266e2,1.0
no-chat,high,586371807fbbcd00013972ad,3.0
no-chat,low,5e56457f6370ba0184e041b4,4.125
no-chat,high,676f7e7a27b402fce934d63c,4.75
no-chat,high,667984ded209db9088acaf30,2.625
no-chat,low,5c638b779e01830001f7127e,3.875
no-chat,low,665f81442e9eb2f969a3a4b1,4.75
no-chat,low,6548f6f0de5f46d3f7b04fbb,4.75
no-chat,high,60fe46c3d51289d415106710,3.375
no-chat,random,5ed9c3054268815691ed0e2c,3.5
no-chat,low,6768fc01f2f6140bdba01071,2.625
no-chat,low,670723661d98b038eace96f2,2.625
no-chat,random,66f30ccee502f37e1b81de35,4.375
no-chat,random,66060f19dda14ccd05dfcef9,2.125
no-chat,low,65bd21aa5f089b1fa5ff2758,3.625
no-chat,high,678da8eceb44ffd398308104,4.625
no-chat,high,67171fa93cd108b6c2b59e4e,4.125
no-chat,random,670d9275acd5b4f818afb325,4.25
no-chat,random,5be4c8d0d4079000014c0998,3.625
no-chat,low,568c67547374ad000cc7448c,1.125
no-chat,high,5c3630c83ce2c8000111b504,4.0
no-chat,high,5c3aba062b75d300019898eb,4.625
no-chat,random,66ef472a00bafe2855a5a3ac,3.5
no-chat,low,574ce0a57fd0ec000db73aa6,3.375
no-chat,low,5a50f10eeedc32000141fccd,2.0
no-chat,high,610064cd25c1c2ed6fa9b925,3.625
no-chat,high,665f6c4857f52e18b1ca2fe9,3.0
no-chat,low,66ad6b720e558ef6ef2a19f5,2.375
no-chat,random,676b1de65e91d8e5f606bbe6,6.0
no-chat,low,614996ea0d6f318ed4ff81e9,5.25
no-chat,high,6653954cef623f7a2ac0d3d5,2.5
no-chat,random,67435bbf9649c44a0e379543,3.5
no-chat,high,672ceecd4b982fd2123fa32f,2.125
no-chat,random,55d234b45bc5bc0005d9039d,4.5
no-chat,high,5b6db9e0580154000153cc64,5.25
no-chat,low,6593142693e325f574fd8be9,3.125
no-chat,high,5f46cd85e858dd0a24269315,4.0
no-chat,random,659fff4087038351f6e42a45,3.625
no-chat,low,5f04b7a99b50ac10df3a9eac,4.125
no-chat,high,63c6e885e6834fbb0d9c0ebf,5.375
no-chat,low,66311cdfdc6a541751ee782a,3.0
no-chat,random,5e0696dea7fba607951ae479,5.0
no-chat,high,6633ce38def177f3db410a84,2.625
no-chat,high,6729fdee248a7510b80f8a6d,5.25
no-chat,high,672f795028d274cb06d27fb8,1.5
no-chat,high,670fe83b7665f15a0dfa83e9,4.75
no-chat,random,662ac1e0be08be46f5813090,2.5
no-chat,random,673e7db46a9488db9168db6a,5.0
no-chat,high,60838e2e91a6300001f9ac89,3.0
no-chat,random,5694e7b5e0c800000b5a3841,2.0
no-chat,low,65429041aa9bde9216c53dc2,4.875
no-chat,low,675f74c5c465ee80225d229f,5.5
no-chat,random,5b894987e79bf50001e1ff95,3.125
no-chat,random,5f0ec8be70489322b9cb26f1,4.125
no-chat,low,6522ee565f79028d52ce509e,2.625
no-chat,random,674b71f1c045ef7f014cc567,4.375
no-chat,low,5f91abafc0e04503c08a72cd,3.375
no-chat,high,677d99d7e6122bb726370792,1.0
no-chat,low,5d7ff4aa50fda7001a863736,4.0
no-chat,high,65d50a645355ef7756002e2b,5.75
no-chat,random,6682b197d953c2cf476e0bd7,4.625
no-chat,random,60555b56af1bc30f5d438bd2,4.5
no-chat,high,6478c2e1fdc31dee92f51fcb,4.75
no-chat,low,5e99eb0dda49c10590b13f3b,1.75
no-chat,high,6782c55ae0a031b860ac1964,3.625
no-chat,low,674dfdc114bae6f93158134d,4.0
no-chat,random,665be0f6f76e8e04ef295d98,3.125
no-chat,low,5a9dd8b1873cda00010d18c5,3.375
no-chat,random,63bf6105f71f720415f0198b,3.625
no-chat,random,67947aa8456c9c07722b10cf,2.625
no-chat,low,6786d6d81286c8386e009009,3.5
no-chat,random,66cd56c97023df79cf54e989,2.75
no-chat,high,67109553564f4ef0553b2f94,4.75
no-chat,high,5eb4b7fb6053b7338e25e2a1,3.5
no-chat,low,656545393d1d53cd53c4fc36,3.875
no-chat,low,6675af084e6bbad41892ec9d,3.5
no-chat,low,66613916abcfcbe01b57b32a,3.25
no-chat,low,6741b22f949e14eed87e8bca,3.75
no-chat,high,679308802b9c93a3e9e8b0fa,3.5
no-chat,high,662b24af863fd5cc1437384c,2.875
no-chat,random,6535d3f1b4ff80adff474548,1.625
no-chat,random,61537b604de14958a9c7f945,3.25
no-chat,low,65f89d297fc6f6212c9c483a,4.125
no-chat,high,664a48072cc4493facd881f1,3.125
no-chat,low,5c952f252e2e320019b1aa7b,2.75
no-chat,high,671e0c25832887cd06cee210,4.0
no-chat,random,673cd78bfcda1a02eea522c8,3.75
no-chat,low,670453b0d93209a1e156916d,3.25
no-chat,high,5d4b6bfb0cf3e60001d88c23,2.75
no-chat,high,6522fd00b1d2cc60dedf354d,3.5
no-chat,random,678f46df9bd145463dbedd22,4.25
no-chat,random,6726c70622b97e6722fa53d8,1.25
no-chat,random,5f6fd1451758e95a989623b2,2.25
no-chat,high,5ec741f90b0a68183be0ac6d,4.25
no-chat,random,63614899ad49a91f1ef09067,4.25
no-chat,random,66ada6332d525af66b7b7d9a,3.875
no-chat,random,66a3ec7b903a771878c6e491,5.125
no-chat,random,61112c05608ea60cb93f04f0,1.75
no-chat,low,66770c43f6af58991638b26a,3.0
no-chat,high,676977c50260dd18cb905926,5.125
no-chat,low,66e424b310a4bcf7a4a70c04,4.0
no-chat,high,670075d557d79b4cef60c761,2.625
no-chat,high,65c1158c42ae46b4f170955f,1.0
no-chat,high,66c36df59f1061046b7ea01b,3.875
no-chat,low,5c31f92c23f1c60001a6a3e8,3.75
no-chat,low,668b28baed14cafbc306511d,4.375
no-chat,low,60a494b9ce384122865f7175,3.0
no-chat,high,663bc31529719b8501c52820,2.375
no-chat,random,5e8bf957b7e6de0e5571b507,4.5
no-chat,random,60f4a2d142c69dc1121b6dbf,2.5
no-chat,low,676b8acc4b449ff2af202921,4.0
no-chat,random,651c1abbc73b6eea8fa97193,3.25
no-chat,random,677001d0e95b8934348de13c,3.125
no-chat,high,67afe821be0bb088e78c44ec,4.125
no-chat,high,6132d4daaa75e0a8f064dd9e,4.125
no-chat,low,66403c574b928e5094b3c299,3.0
no-chat,random,667715b0cad8d06ec690ef00,3.875
no-chat,random,65dfb9ef84f2b03399eecc6c,3.5
no-chat,low,6294bdac3f1ed08e968e53bf,1.0
no-chat,high,6774630907f0abb2253c5a05,4.0
no-chat,low,5924f4910a3e3e0001f1018e,2.25
no-chat,random,66e916a67081975f3b28341b,3.625
no-chat,high,58879cd0cc11d100013541bf,2.0
no-chat,low,672aa37c77f534a8fd5882f6,4.0
no-chat,low,5928df79366dc80001d0b788,3.25
no-chat,high,66231fc6e1ecba676935943a,3.875
no-chat,random,66b7e32bfe51ffa070f6b358,3.125
no-chat,high,61647de75314468d5cb57f93,4.5
no-chat,high,59ea4e1116ecc200016ff81e,5.0
no-chat,random,59b693ff6039190001eaa934,5.25
no-chat,low,67808d57e14f45bd0761a355,4.125
no-chat,low,642b2d8a7b84306d49e2f4b0,2.625
no-chat,random,5d5181fc842e8600171e5a78,4.125
no-chat,low,663f034fe45b308e3a7b27b6,4.125
no-chat,high,5e7acbd0373d5e0c087a112c,2.5
no-chat,random,661b393a509a826460971b72,5.375
no-chat,high,5f2eebd9d21e322a9ed68f09,2.5
no-chat,high,65f08b5479f172bd6781d1d8,2.375
no-chat,random,5e916cb9e502b1498e8fc059,5.375
no-chat,low,669d6d17eeff48e26e8de5d1,3.0
no-chat,low,665cd37d244c81a07e68f20f,4.125
no-chat,low,66313e95673312ffd7d6a61a,3.625
no-chat,low,66e99d20cc408a0176e37b3a,1.75
no-chat,random,663d5db8b8ea1d7c4d208818,1.5
no-chat,low,66afed5eb6e4bbada1bf6752,3.875
no-chat,high,6778b3f638b4849c76688356,3.75
no-chat,low,62c2fc300f0c38bf87d22d40,3.625
no-chat,low,5cc8039e3ef93000171c96b8,3.5
no-chat,random,678571c04a6338feffeaa69c,3.875
no-chat,high,63e576170eb086a90644efb4,1.375
no-chat,random,654939d4e23dcdbb14d95661,3.125
no-chat,low,67abe4851c6d8443b84cefb9,6.75
no-chat,high,67a920b4db9346ab1d11ddeb,4.375
no-chat,high,5e914ee346d11b48197172c2,3.0
no-chat,high,5c395df5f5ebd50001850900,5.0
no-chat,low,6711ef1c3df4701d4aacc909,3.5
